qnrnumb,visit,howoft,likenet,research,safeweb,goodtool,notouse,another,likeproc,hassle,visits,friend,billbrd,banner,surfing,sengine,tv,theater,nwspaper,other,easyuse,helpful,positive,useonly,influenc,secure,didbuy,better,howmuch,safe,wanttest,price,tradein,handson,checkit,noweeks,worth,sticker,actual,age,marital,children,educate,race,income,gender
1008.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,3.0,No,No,No,Yes,Yes,Yes,No,No,No,Agree,Agree,Agree,Disagree,Neutral,Agree,No,,,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,6.0,10000.0,16000.0,14000.0,47.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
1009.0,Yes,Often,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,7.0,No,No,No,Yes,No,Yes,No,No,No,Disagree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes,Much better,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,5.0,10000.0,15000.0,11000.0,34.0,Single,,High school,Black,"$65,000 - $80,000",Male
1010.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Neutral,11.0,No,No,No,Yes,No,No,No,No,No,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Yes,Yes,A great deal better,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,5.0,11000.0,16000.0,12000.0,36.0,Single,,Less than high school,Caucasian,"$50,000 - $65,000",Male
1011.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Neutral,1.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Disagree,Neutral,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,1.0,20000.0,27000.0,26000.0,41.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
1012.0,Yes,Often,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,6.0,No,No,No,Yes,No,Yes,No,No,No,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,No,,,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,4.0,10000.0,15000.0,13000.0,33.0,Single,,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1013.0,Yes,Occasionally,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,7.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,1.0,13000.0,17000.0,15000.0,31.0,Single,,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1014.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,9.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Somewhat better,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,4.0,20000.0,26000.0,23000.0,31.0,Married,2.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1015.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,1.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Yes,Yes,Somewhat better,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,4.0,7000.0,11000.0,7000.0,37.0,Single,,Some college,Hispanic,"$80,000 - $95,000",Male
1016.0,Yes,Occasionally,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7.0,No,No,No,No,Yes,No,No,Yes,No,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,Yes,Somewhat better,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,16000.0,21000.0,17000.0,58.0,Married,3.0,Undergraduate degree,Caucasian,"Over $110,000",Male
1017.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,6.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,No,,,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,6.0,12000.0,18000.0,16000.0,41.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
1018.0,Yes,Often,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,10.0,No,No,No,No,No,No,No,No,No,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes,Much better,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,10000.0,14000.0,11000.0,28.0,Married,2.0,Graduate degree,Caucasian,"Over $110,000",Male
1019.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,5.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,1.0,12000.0,17000.0,16000.0,26.0,Separated,0.0,Some college,Hispanic,"$65,000 - $80,000",Male
1020.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,4.0,9000.0,16000.0,14000.0,25.0,Single,,Less than high school,Caucasian,"$50,000 - $65,000",Female
1021.0,Yes,Almost never,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,2.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,No,,,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,1.0,6000.0,11000.0,8000.0,50.0,Divorced,2.0,Some college,Asian,"$95,000 - $110,000",Male
1022.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,6.0,No,No,No,Yes,No,No,No,Yes,No,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,No,,,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,2.0,19000.0,22000.0,20000.0,44.0,Single,,Other,Caucasian,"Over $110,000",Female
1023.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,1.0,No,No,No,No,Yes,No,No,No,No,Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,4000.0,10000.0,8000.0,48.0,Single,,High school,Asian,"$35,000 - $50,000",Male
1024.0,Yes,Almost never,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,5.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,No,,,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,5.0,16000.0,20000.0,18000.0,35.0,Married,0.0,Less than high school,Caucasian,"$35,000 - $50,000",Male
1025.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,14.0,No,No,No,No,No,No,No,No,No,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,4.0,8000.0,13000.0,11000.0,24.0,Married,0.0,Undergraduate degree,Hispanic,"$35,000 - $50,000",Male
1026.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,2.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,1.0,6000.0,11000.0,8000.0,45.0,Single,,High school,Caucasian,"$35,000 - $50,000",Male
1027.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,8.0,Yes,No,No,Yes,No,No,No,No,No,Agree,Agree,Disagree,Disagree,Neutral,Neutral,No,,,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,7.0,2000.0,10000.0,8000.0,26.0,Single,,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1028.0,Yes,Often,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,9.0,No,No,No,Yes,No,No,No,No,No,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,No,,,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,9.0,14000.0,19000.0,16000.0,27.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
1029.0,Yes,Occasionally,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,7.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Yes,Yes,Much better,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,2.0,7000.0,12000.0,8000.0,26.0,Married,1.0,Other,Asian,"Under $35,000",Female
1030.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Agree,7.0,No,No,Yes,Yes,No,No,No,No,Yes,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,No,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,5.0,26000.0,30000.0,28000.0,25.0,Married,3.0,Graduate degree,Black,"Over $110,000",Female
1031.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,10.0,Yes,No,Yes,No,No,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,1.0,10000.0,16000.0,14000.0,23.0,Married,1.0,Other,Caucasian,"$35,000 - $50,000",Male
1032.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,5.0,No,No,No,Yes,Yes,No,Yes,No,No,Agree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,5.0,11000.0,17000.0,15000.0,25.0,Married,1.0,Graduate degree,Hispanic,"Over $110,000",Male
1033.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,3.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Somewhat better,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,8.0,2000.0,10000.0,6000.0,33.0,Married,1.0,Less than high school,Asian,"$35,000 - $50,000",Male
1034.0,Yes,Almost never,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,5.0,No,No,Yes,Yes,Yes,Yes,No,No,No,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,7.0,18000.0,24000.0,21000.0,25.0,Single,,Some college,Asian,"$80,000 - $95,000",Male
1035.0,Yes,Often,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Disagree,9.0,No,No,Yes,No,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,1.0,10000.0,13000.0,11000.0,29.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
1036.0,Yes,Occasionally,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,8.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,No,,,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,1.0,3000.0,10000.0,8000.0,28.0,Married,2.0,Less than high school,Caucasian,"$35,000 - $50,000",Male
1037.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,1.0,No,No,No,No,Yes,No,No,No,No,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,No,,,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,4.0,19000.0,24000.0,22000.0,23.0,Married,0.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1038.0,Yes,Very often,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,10.0,No,No,No,Yes,No,No,No,No,No,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,5.0,6000.0,11000.0,8000.0,26.0,Separated,2.0,Some college,Caucasian,"$80,000 - $95,000",Male
1039.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Agree,Strongly Disagree,4.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,5.0,16000.0,23000.0,20000.0,39.0,Widowed,5.0,Some college,Caucasian,"$65,000 - $80,000",Male
1040.0,Yes,Occasionally,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,6.0,No,No,No,Yes,No,Yes,No,No,No,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,No,,,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,3.0,12000.0,18000.0,16000.0,54.0,Married,2.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1041.0,Yes,Very often,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,11.0,Yes,No,No,Yes,Yes,Yes,No,No,No,Strongly Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,9000.0,14000.0,12000.0,36.0,Single,,Some college,Black,"$80,000 - $95,000",Male
1042.0,Yes,Almost never,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,7.0,No,No,No,No,No,No,No,No,No,Strongly Disagree,Neutral,Agree,Disagree,Agree,Disagree,No,,,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,1.0,5000.0,11000.0,9000.0,29.0,Married,1.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1043.0,Yes,Almost never,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,3.0,No,No,No,No,No,Yes,Yes,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,5.0,10000.0,16000.0,14000.0,37.0,Single,,Less than high school,Caucasian,"$50,000 - $65,000",Male
1044.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,9.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Just a bit better,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,3.0,9000.0,14000.0,10000.0,31.0,Married,3.0,Graduate degree,Caucasian,"Over $110,000",Male
1045.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,No,Yes,No,No,No,No,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,2.0,15000.0,21000.0,20000.0,46.0,Married,2.0,Other,Caucasian,"Over $110,000",Female
1046.0,Yes,Occasionally,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,7.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,No,,,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,5.0,10000.0,14000.0,12000.0,34.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
1047.0,Yes,Never,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,5.0,No,No,No,Yes,No,No,No,No,No,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,No,,,Agree,Agree,Neutral,Strongly Disagree,Agree,Disagree,1.0,9000.0,14000.0,12000.0,24.0,Married,0.0,Some college,Black,"$80,000 - $95,000",Male
1048.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Agree,6.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Agree,Disagree,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,10.0,2000.0,10000.0,8000.0,40.0,Married,1.0,Less than high school,Caucasian,"$65,000 - $80,000",Female
1049.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,2.0,No,No,Yes,No,Yes,No,No,Yes,No,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,5.0,11000.0,17000.0,16000.0,27.0,Single,,Graduate degree,Caucasian,"Over $110,000",Female
1050.0,Yes,Very often,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,10.0,No,No,No,No,No,Yes,No,No,No,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,1.0,7000.0,12000.0,10000.0,26.0,Divorced,2.0,Some college,Black,"$80,000 - $95,000",Male
1051.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,7.0,No,No,No,No,Yes,No,No,Yes,No,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Agree,No,,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,5.0,14000.0,20000.0,19000.0,33.0,Married,1.0,Other,Caucasian,"$35,000 - $50,000",Male
1052.0,Yes,Very often,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,Yes,Yes,No,No,No,No,No,Agree,Neutral,Neutral,Neutral,Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,3.0,2000.0,10000.0,8000.0,38.0,Single,,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1053.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Neutral,Agree,1.0,No,No,No,No,No,Yes,No,Yes,No,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,7.0,,10000.0,9000.0,31.0,Divorced,1.0,Undergraduate degree,Caucasian,"Under $35,000",Female
1054.0,Yes,Occasionally,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,8.0,No,No,No,Yes,No,No,No,No,No,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,No,,,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,1.0,6000.0,11000.0,8000.0,42.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1055.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,2.0,11000.0,16000.0,15000.0,23.0,Married,2.0,High school,Black,"$65,000 - $80,000",Female
1056.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Yes,Yes,A great deal better,Disagree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,2.0,8000.0,14000.0,11000.0,44.0,Married,3.0,Less than high school,Caucasian,"$35,000 - $50,000",Female
1057.0,Yes,Never,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,No,Yes,No,No,No,Yes,No,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Agree,Agree,No,,,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,1.0,10000.0,15000.0,13000.0,45.0,Married,1.0,Undergraduate degree,Caucasian,"Over $110,000",Male
1058.0,Yes,Occasionally,Disagree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,9.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,5.0,9000.0,13000.0,12000.0,41.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
1059.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,8.0,No,No,No,No,Yes,No,No,No,No,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,6.0,10000.0,14000.0,12000.0,27.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
1060.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,4.0,No,No,No,No,Yes,No,No,No,No,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,2.0,13000.0,17000.0,13000.0,39.0,Married,1.0,Some college,Black,"$65,000 - $80,000",Female
1061.0,Yes,Often,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,7.0,No,No,No,Yes,No,No,No,No,No,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,6.0,10000.0,14000.0,12000.0,42.0,Married,3.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
1062.0,Yes,Occasionally,Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,No,No,No,No,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,No,,,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,19000.0,25000.0,23000.0,40.0,Married,0.0,Graduate degree,Caucasian,"Over $110,000",Male
1063.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,1.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,2.0,1000.0,10000.0,8000.0,30.0,Married,0.0,Some college,Caucasian,"Under $35,000",Female
1064.0,Yes,Very often,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,9.0,No,No,Yes,No,No,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,4.0,,19000.0,17000.0,28.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
1065.0,Yes,Very often,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,12.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,4.0,19000.0,25000.0,23000.0,41.0,Married,2.0,Graduate degree,Caucasian,"Over $110,000",Male
1066.0,Yes,Often,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,11.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Agree,Neutral,Yes,Yes,A great deal better,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,3.0,18000.0,23000.0,20000.0,37.0,Single,,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
1067.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Neutral,6.0,No,No,No,No,No,Yes,No,No,No,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,No,,,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,16000.0,20000.0,18000.0,28.0,Married,3.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
1068.0,Yes,Almost never,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,5.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,No,,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,1.0,12000.0,15000.0,13000.0,41.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
